symbol,date,sentiment
AMD,2025-05-22,0.5945
AMD,2025-05-23,0.31845
AMD,2025-05-25,0.4588
AMD,2025-05-26,0.13029
AMD,2025-05-27,0.05310536912751678
AMD,2025-05-28,0.05222276785714286
AMD,2025-05-29,0.0151925
AMD,2025-05-30,0.048390666666666665
AMD,2025-05-31,0.053794117647058826
AMD,2025-08-07,0.5574
AMD,2025-08-26,0.10993733333333333
AMD,2025-08-27,0.07570555555555555
AMD,2025-08-28,0.01187278106508876
AMD,2025-08-29,0.011916860465116277
AMD,2025-08-30,-0.04926470588235294
AMD,2025-08-31,0.15784444444444443
AMD,2025-11-19,0.29295
AMD,2025-11-20,0.44320000000000004
AMD,2025-11-21,0.0
AMD,2025-11-25,0.04270543933054393
AMD,2025-11-26,0.09864452054794522
AMD,2025-11-27,0.19013170731707316
AMD,2025-11-28,0.031622807017543865
AMD,2025-11-29,0.3418466666666667
AMD,2025-11-30,-0.0026666666666666653
AMD,2025-12-08,0.4779
AMD,2025-12-09,0.0
AMD,2025-12-10,-0.06881999999999999
AMD,2025-12-11,0.3349
AMD,2025-12-12,-0.6705
AMD,2025-12-15,0.5706
AMD,2025-12-16,-0.4449
AMD,2025-12-18,-0.5574
AMD,2025-12-20,0.13581428571428572
AMD,2025-12-21,0.16849375
AMD,2025-12-22,-0.019165269461077845
AMD,2025-12-23,0.02201981981981982
AMD,2025-12-24,0.10958703703703704
AMD,2025-12-25,0.40864
AMD,2025-12-26,-0.049563492063492066
AMD,2025-12-27,-0.012222222222222245
AMD,2025-12-28,0.23671538461538463
AMD,2025-12-29,0.018852380952380954
AMD,2025-12-30,0.022848684210526323
AMD,2025-12-31,0.058145054945054946
AMDL,2025-05-28,0.5267
AMDL,2025-05-30,0.8689
AMDL,2025-08-26,-0.4404
AMDL,2025-08-28,0.3261
AMDL,2025-11-25,-0.2732
AMDL,2025-11-26,0.7130000000000001
AMDL,2025-11-30,0.4404
AMGN,2025-05-31,0.0
